,logFC,logCPM,insert,PValue,FDR
TUBA4B,1.714871914,-2.352175754,NA,4.41E-09,1.35E-08
AC007790.1,2.872165183,-2.521042877,NA,4.43E-09,1.36E-08
RPL18P10,1.989576527,-2.316177865,NA,4.45E-09,1.36E-08
PMCH,1.548650674,-3.331699044,NA,4.46E-09,1.37E-08
ATP5PFP1,3.082752796,-3.209772823,NA,4.47E-09,1.37E-08
AL645940.1,1.241261133,-2.3828077,NA,4.48E-09,1.37E-08
TMEM78,2.020581071,-3.613236234,NA,4.49E-09,1.37E-08
MTND1P9,3.790774504,-2.943427453,NA,4.49E-09,1.38E-08
SYNGR4,2.315022743,-0.265043545,NA,4.49E-09,1.38E-08
Z69666.1,1.767620548,-2.746124303,NA,4.53E-09,1.39E-08
LINC00239,1.132247153,0.913450448,NA,4.56E-09,1.40E-08
PF4,1.883162083,1.321675804,NA,4.59E-09,1.41E-08
SYTL1,1.16047665,4.400838038,NA,4.60E-09,1.41E-08
OR52K3P,2.008416049,-1.506457152,NA,4.64E-09,1.42E-08
AL139147.1,3.173338854,-2.539983081,NA,4.64E-09,1.42E-08
HPN,2.656219785,2.438387369,NA,4.65E-09,1.42E-08
Z98752.2,2.668191693,-3.39083176,NA,4.65E-09,1.42E-08
RNASEH2B-AS1,1.26954114,-0.928691654,NA,4.68E-09,1.43E-08
MAGEC2,6.645116645,-0.947781181,NA,4.69E-09,1.43E-08
IRX2,2.787770181,2.669475445,NA,4.69E-09,1.43E-08
MACC1-AS1,3.619942134,-2.227256288,NA,4.71E-09,1.44E-08
AL356966.1,1.377162706,-1.821219557,NA,4.73E-09,1.44E-08
AL158152.2,1.063567047,-1.890716695,NA,4.75E-09,1.45E-08
AC008147.4,2.2124383,-2.999709356,NA,4.77E-09,1.46E-08
RN7SL132P,3.402629299,-3.466255076,NA,4.79E-09,1.46E-08
AC009646.2,3.746082277,-3.27151289,NA,4.80E-09,1.47E-08
RBAKDN,2.414751534,-3.264179678,NA,4.81E-09,1.47E-08
HTRA3,1.162614506,5.64720382,NA,4.87E-09,1.48E-08
FP671120.3,7.041563508,0.108787509,NA,4.88E-09,1.49E-08
AC015912.3,1.021689221,0.114250849,NA,4.89E-09,1.49E-08
RPS3AP3,2.739415421,-3.503683019,NA,4.89E-09,1.49E-08
RPL7P52,1.964887274,-2.646180532,NA,4.90E-09,1.49E-08
MRPS36P2,3.593050951,-3.18227562,NA,4.90E-09,1.49E-08
TBX5,3.852483688,-2.31616628,NA,4.92E-09,1.50E-08
AP003068.4,1.447129404,-2.323052614,NA,4.92E-09,1.50E-08
GCM1,2.29894624,-2.32834559,NA,4.92E-09,1.50E-08
FAM192BP,1.202709005,-2.379738433,NA,4.98E-09,1.52E-08
ARGFXP2,2.118206219,-2.347941753,NA,5.00E-09,1.52E-08
AC007038.1,1.324512389,-0.625777694,NA,5.02E-09,1.53E-08
AC007038.2,1.044826722,-0.416738468,NA,5.10E-09,1.55E-08
RPL3P12,1.917075258,-2.28539999,NA,5.12E-09,1.56E-08
AC073909.1,1.818403531,-3.211572228,NA,5.21E-09,1.58E-08
AC087650.1,1.717564019,-2.435948392,NA,5.21E-09,1.59E-08
HTR2C,5.189308383,-2.194950256,NA,5.26E-09,1.60E-08
AL353804.2,2.137117791,-2.638763351,NA,5.28E-09,1.61E-08
AC002044.2,2.108491385,-2.539328087,NA,5.28E-09,1.61E-08
AC000111.2,2.627085177,-2.443151145,NA,5.32E-09,1.62E-08
PTMAP1,1.233277458,-2.668651928,NA,5.33E-09,1.62E-08
AL035252.2,3.081942065,-2.41384739,NA,5.33E-09,1.62E-08
AP001178.3,1.536245128,-2.629841535,NA,5.37E-09,1.63E-08
LINC00562,1.181965619,-1.189383973,NA,5.40E-09,1.64E-08
RNF151,1.712117749,-3.488598184,NA,5.42E-09,1.65E-08
FOXL2,3.356832327,-2.571921974,NA,5.49E-09,1.67E-08
AC126365.1,2.071596854,-3.354680583,NA,5.56E-09,1.69E-08
AC005479.2,1.400908702,-2.699560928,NA,5.58E-09,1.69E-08
LINC02525,3.314656137,-2.135442156,NA,5.61E-09,1.70E-08
NACAP2,2.264298478,-3.234099288,NA,5.64E-09,1.71E-08
AC243732.1,1.029350336,-1.498101084,NA,5.64E-09,1.71E-08
RHOD,1.087250217,4.092096193,NA,5.66E-09,1.72E-08
RNA5SP323,2.127025247,-3.452520032,NA,5.68E-09,1.72E-08
AC245052.3,1.334616076,-2.784198268,NA,5.70E-09,1.73E-08
AC073626.2,3.162683692,-3.459293343,NA,5.74E-09,1.74E-08
WASHC5-AS1,1.466003225,-2.242571076,NA,5.76E-09,1.75E-08
LINC00412,1.744282147,-2.835055168,NA,5.78E-09,1.75E-08
AC018371.2,2.556712895,-3.03311359,NA,5.81E-09,1.76E-08
RPL21P120,1.195843908,-1.336526918,NA,5.88E-09,1.78E-08
AL512504.1,2.692177662,-3.132656471,NA,5.94E-09,1.80E-08
TMEM14DP,1.775307639,-2.014442389,NA,5.97E-09,1.81E-08
CYP4Z1,2.347934016,-2.630525075,NA,6.01E-09,1.82E-08
AC034102.6,1.072716205,-1.969371405,NA,6.10E-09,1.85E-08
RPL35P3,1.70013114,-2.851323309,NA,6.12E-09,1.85E-08
RN7SKP255,6.890506494,-0.763588859,NA,6.25E-09,1.89E-08
HCN1,2.344751982,0.298221064,NA,6.25E-09,1.89E-08
GLYATL1P2,2.363279094,-3.551497393,NA,6.26E-09,1.89E-08
LINC02533,2.496740371,-3.532766295,NA,6.27E-09,1.90E-08
HMGB1P20,1.094419853,-2.461087425,NA,6.30E-09,1.90E-08
AC011742.3,2.480105728,-2.427839295,NA,6.31E-09,1.91E-08
AL138733.1,2.291986438,-3.516275907,NA,6.31E-09,1.91E-08
KLF1,1.211814985,-2.396773686,NA,6.37E-09,1.92E-08
AC012676.2,2.538373453,-3.118201998,NA,6.39E-09,1.93E-08
CTTNBP2,1.316301565,3.630417679,NA,6.41E-09,1.94E-08
HIST1H2AD,2.565582515,0.957587918,NA,6.48E-09,1.96E-08
AC026333.4,1.009305696,-1.741621125,NA,6.50E-09,1.96E-08
LINC01876,1.799387193,0.123160141,NA,6.59E-09,1.99E-08
ATP11A-AS1,3.993545581,-2.416147472,NA,6.63E-09,2.00E-08
MAK,1.49425007,-0.055008285,NA,6.68E-09,2.01E-08
NANOGNBP3,1.376780024,-2.612983821,NA,6.73E-09,2.03E-08
KPNA2P1,1.992336519,-3.539834261,NA,6.74E-09,2.03E-08
AL158824.1,1.649401596,-2.851498759,NA,6.78E-09,2.04E-08
EPGN,2.539327252,-3.005234746,NA,6.82E-09,2.06E-08
AC104695.4,2.190655733,-1.2547867,NA,6.89E-09,2.08E-08
AC067931.2,3.379407005,-2.674521,NA,6.91E-09,2.08E-08
AC073592.1,1.849024949,-2.32581698,NA,6.95E-09,2.09E-08
RNA5SP370,4.928822606,-2.622460301,NA,6.97E-09,2.10E-08
AC112694.2,1.120443924,-1.669888281,NA,7.03E-09,2.11E-08
PDZK1IP1,1.089689138,6.937596658,NA,7.03E-09,2.11E-08
AC097372.3,1.73877738,-2.665920028,NA,7.05E-09,2.12E-08
AC084864.1,1.757704177,-3.129278705,NA,7.09E-09,2.13E-08
CFAP161,1.529998541,-2.256667812,NA,7.18E-09,2.16E-08
KRR1P1,2.241878038,-1.559220682,NA,7.20E-09,2.17E-08
ACTL8,2.48040729,1.577566007,NA,7.21E-09,2.17E-08
LINC00514,1.523063918,-0.296267394,NA,7.22E-09,2.17E-08
WNT3A,2.233840658,-2.544637008,NA,7.29E-09,2.19E-08
RPS11P7,2.01562193,-2.630408182,NA,7.31E-09,2.20E-08
SLC6A3,2.195708784,-2.45514099,NA,7.38E-09,2.22E-08
LINC00624,1.65131153,-0.437402226,NA,7.41E-09,2.22E-08
MT-TS2,2.85895745,-2.714772549,NA,7.43E-09,2.23E-08
ASIC4,1.702704318,-2.324563475,NA,7.45E-09,2.24E-08
AL139023.1,3.980938611,-3.268396321,NA,7.46E-09,2.24E-08
AL450992.1,1.561125054,-2.585702178,NA,7.51E-09,2.25E-08
NKX2-5,3.588614999,-2.666874186,NA,7.51E-09,2.25E-08
IL13RA2,1.425144644,0.210518008,NA,7.59E-09,2.27E-08
SNORD83A,1.415136426,-2.295125067,NA,7.62E-09,2.28E-08
AACSP1,3.33449969,-2.866783156,NA,7.66E-09,2.29E-08
ACBD3-AS1,1.215083346,-1.198253892,NA,7.66E-09,2.29E-08
PRR4,1.128156192,-0.229872319,NA,7.66E-09,2.29E-08
PAX7,5.282934635,-0.671106206,NA,7.66E-09,2.29E-08
CLEC2A,4.977964093,-2.746315994,NA,7.66E-09,2.29E-08
AL133243.4,3.40510936,-1.220240067,NA,7.67E-09,2.30E-08
MTHFD2P7,1.969970483,-3.487451864,NA,7.67E-09,2.30E-08
KIF25,1.704998282,-0.6239986,NA,7.76E-09,2.32E-08
ANKRD36B,1.155189354,0.849825075,NA,7.77E-09,2.32E-08
AC125603.1,3.25374989,-2.428264976,NA,7.78E-09,2.33E-08
AC141930.1,2.283112716,-2.11199444,NA,7.78E-09,2.33E-08
AC018553.1,2.800190189,-1.750906658,NA,7.82E-09,2.34E-08
AC012513.2,4.074687534,-1.845010108,NA,7.85E-09,2.35E-08
EWSAT1,1.474157297,-2.44030584,NA,7.93E-09,2.37E-08
UQCRFS1P1,2.089802381,0.70444439,NA,7.95E-09,2.38E-08
MYO3B,1.558505973,-0.508955305,NA,7.99E-09,2.39E-08
AC112206.1,2.915960772,-3.387081072,NA,8.03E-09,2.40E-08
APOF,4.204369562,-1.258622572,NA,8.06E-09,2.41E-08
AL161630.1,2.245855235,-0.92268513,NA,8.10E-09,2.42E-08
CFAP43,1.103950601,-0.53611929,NA,8.12E-09,2.43E-08
AC100823.1,2.652511574,-2.678555734,NA,8.13E-09,2.43E-08
AIRE,2.715095149,-0.287055312,NA,8.23E-09,2.46E-08
AL022324.3,1.93928501,-2.904565698,NA,8.30E-09,2.48E-08
INSL4,5.08789652,-1.650395074,NA,8.34E-09,2.49E-08
AL024493.1,2.285452472,-3.262576736,NA,8.35E-09,2.49E-08
AC005476.1,2.997031015,-2.552196888,NA,8.38E-09,2.50E-08
NPM1P40,1.501055434,-3.335252429,NA,8.39E-09,2.50E-08
AL138789.1,2.09498028,-1.741739362,NA,8.44E-09,2.52E-08
AL035071.2,1.917953924,-2.342125908,NA,8.51E-09,2.54E-08
AC127024.3,2.582136995,-2.730497657,NA,8.56E-09,2.55E-08
AC108751.5,1.955202297,-1.693320913,NA,8.64E-09,2.58E-08
KRT4,3.002738783,-1.30911857,NA,8.68E-09,2.59E-08
AC084859.1,1.577163865,-1.655064708,NA,8.69E-09,2.59E-08
AC140479.2,1.277534046,-0.507303113,NA,8.69E-09,2.59E-08
CARS-AS1,2.175399498,-2.639901308,NA,8.73E-09,2.60E-08
NPM1P35,1.360823466,-2.965913559,NA,8.77E-09,2.61E-08
AC013470.3,1.755770739,-3.201222219,NA,8.78E-09,2.61E-08
RNA5SP243,6.059233945,-2.12182067,NA,8.79E-09,2.62E-08
APOA2,5.316022517,2.833033401,NA,8.87E-09,2.64E-08
ANKRD36C,1.610385012,1.555757483,NA,8.95E-09,2.66E-08
AC074044.1,1.301799943,-2.950585783,NA,8.99E-09,2.68E-08
TLX1NB,1.785648817,-2.805425751,NA,8.99E-09,2.68E-08
HNRNPRP1,2.623475366,-2.27201757,NA,9.00E-09,2.68E-08
LINC02395,2.453386412,-3.483845346,NA,9.00E-09,2.68E-08
AC131009.4,1.599210954,-1.83195911,NA,9.07E-09,2.70E-08
AC015983.1,2.135955553,-3.411762388,NA,9.09E-09,2.70E-08
RHBDF1P1,2.246399171,-3.238468587,NA,9.09E-09,2.70E-08
AC011405.1,2.039136258,-1.971743245,NA,9.12E-09,2.71E-08
AC012615.4,1.394396001,-2.111503463,NA,9.20E-09,2.73E-08
FOXL2NB,3.474604929,-2.839158792,NA,9.23E-09,2.74E-08
AC015910.1,2.250912802,-3.355316131,NA,9.26E-09,2.75E-08
CCDC88B,1.291011378,5.914498553,NA,9.28E-09,2.76E-08
BOLA2P3,1.63657964,-3.379980418,NA,9.43E-09,2.80E-08
PSMA6P1,1.155538524,-0.770101675,NA,9.51E-09,2.82E-08
AL031729.1,1.433161737,-0.381743753,NA,9.51E-09,2.82E-08
KRT78,4.051434907,-2.35510521,NA,9.54E-09,2.83E-08
SNORD53B,2.271105612,-3.194082291,NA,9.67E-09,2.87E-08
AC245100.7,1.287647754,-1.807102724,NA,9.67E-09,2.87E-08
HIST1H2BB,6.162224242,-0.439343799,NA,9.71E-09,2.88E-08
XAGE2,5.184833539,-1.93403057,NA,9.72E-09,2.88E-08
IL36G,2.106291314,-2.084554579,NA,9.75E-09,2.89E-08
OLFML2B,1.083160698,4.742820734,NA,9.84E-09,2.91E-08
PAX2,2.662764648,-2.294795122,NA,9.85E-09,2.92E-08
KRT18P17,1.174593558,-1.420738164,NA,9.87E-09,2.92E-08
AL031594.1,2.964773966,-1.549630075,NA,9.90E-09,2.93E-08
MIR3176,1.261271811,-1.850136406,NA,9.91E-09,2.94E-08
AC096746.1,2.981457979,-3.573095083,NA,9.93E-09,2.94E-08
RNA5SP122,1.855230564,-3.154642631,NA,9.96E-09,2.95E-08
SPDYA,1.268835242,-0.515462736,NA,9.99E-09,2.96E-08
LINC02100,1.602869479,-2.84720537,NA,1.00E-08,2.96E-08
AL157400.2,1.391977746,-3.042896388,NA,1.00E-08,2.97E-08
STOX1,1.100160564,2.573444644,NA,1.01E-08,2.98E-08
AC020663.3,1.387486806,-1.935386846,NA,1.01E-08,2.99E-08
LINC01980,4.883553595,-1.810453964,NA,1.01E-08,2.99E-08
LINC01121,2.099226274,-2.498707039,NA,1.01E-08,2.99E-08
AC083906.1,1.987368667,-3.535344592,NA,1.01E-08,2.99E-08
SAA1,2.637643118,4.584071829,NA,1.01E-08,3.00E-08
KRT42P,2.200654698,-2.696131186,NA,1.03E-08,3.03E-08
LINC01992,3.993436209,-3.050229774,NA,1.03E-08,3.04E-08
TUBB8P2,1.897362478,-3.102462104,NA,1.03E-08,3.06E-08
AL031770.1,2.312842481,-2.981306386,NA,1.04E-08,3.08E-08
FCRLB,1.046675645,-0.122263833,NA,1.05E-08,3.10E-08
RPL23P8,1.033045514,-0.914833302,NA,1.05E-08,3.11E-08
RN7SL146P,2.164700248,-3.300206961,NA,1.05E-08,3.11E-08
AL135999.3,1.428293357,-0.910508098,NA,1.08E-08,3.20E-08
AL160408.1,2.548688847,-3.244702828,NA,1.09E-08,3.21E-08
DDX53,5.370073091,-2.26283681,NA,1.09E-08,3.21E-08
KRT18P5,1.07806778,-2.301221427,NA,1.10E-08,3.24E-08
AC012158.1,1.100800571,-2.695743497,NA,1.10E-08,3.26E-08
IFNWP19,3.060225016,-2.133282814,NA,1.11E-08,3.26E-08
LINC00973,3.672234419,-2.665727504,NA,1.11E-08,3.27E-08
FOXC2-AS1,3.337446675,-3.279447772,NA,1.11E-08,3.27E-08
FDPSP1,2.169977922,-2.794250002,NA,1.11E-08,3.28E-08
AP001889.1,2.773866496,-2.926173337,NA,1.12E-08,3.31E-08
RNU6-762P,1.23460449,-2.57103266,NA,1.13E-08,3.32E-08
AP002982.1,1.560753996,-2.754483241,NA,1.13E-08,3.32E-08
UQCRBP1,1.286252806,-1.902133433,NA,1.14E-08,3.34E-08
SERPINC1,4.475647802,1.816326794,NA,1.14E-08,3.34E-08
AC022336.3,2.81418897,-2.381701332,NA,1.14E-08,3.35E-08
MUC15,4.629118259,-1.382175117,NA,1.15E-08,3.37E-08
KRT18P55,1.173741747,-2.316199545,NA,1.16E-08,3.40E-08
AC015883.1,3.106581742,-1.463440277,NA,1.16E-08,3.40E-08
DPY19L1P2,1.14122674,-1.499586072,NA,1.16E-08,3.40E-08
IGHG3,1.946434363,7.316192699,NA,1.16E-08,3.41E-08
PSME2P2,1.027254118,1.383143117,NA,1.16E-08,3.42E-08
FOXC1,1.325943712,2.669248243,NA,1.16E-08,3.42E-08
AC008514.1,2.776443339,-1.776493216,NA,1.17E-08,3.43E-08
AC012173.1,1.198552999,-2.748469833,NA,1.18E-08,3.46E-08
MYL12BP2,1.274347899,-1.462391985,NA,1.18E-08,3.48E-08
AC109439.2,4.660778402,-2.960127979,NA,1.19E-08,3.50E-08
HRG,6.872842619,2.268800306,NA,1.19E-08,3.51E-08
RNVU1-6,2.717143405,-3.248436742,NA,1.20E-08,3.52E-08
PHF5CP,2.134940114,-3.363465023,NA,1.20E-08,3.52E-08
QPCT,1.232091022,5.163850372,NA,1.20E-08,3.53E-08
HIST1H3F,3.387550248,0.285191453,NA,1.21E-08,3.55E-08
AP000344.2,2.046825626,-1.028415283,NA,1.25E-08,3.65E-08
SND1-IT1,4.011928008,-1.48203639,NA,1.25E-08,3.66E-08
RBMXP1,1.97107483,-3.435420416,NA,1.26E-08,3.68E-08
OR5M11,2.229811217,-3.648793912,NA,1.26E-08,3.69E-08
AL031595.3,1.61622242,-0.407338975,NA,1.27E-08,3.72E-08
AL133284.1,3.227248231,-2.649858368,NA,1.29E-08,3.78E-08
AC092139.2,5.309886557,-1.547878875,NA,1.29E-08,3.79E-08
CGB3,4.426570653,-3.099950872,NA,1.30E-08,3.81E-08
RN7SKP30,2.104291182,-3.067030308,NA,1.30E-08,3.81E-08
AC036214.1,1.733635666,-3.269329508,NA,1.31E-08,3.84E-08
PPP1R27,1.678169718,-3.245506743,NA,1.33E-08,3.88E-08
AC010761.4,1.114884308,-1.997213843,NA,1.34E-08,3.91E-08
BTN1A1,1.961682517,-0.301268586,NA,1.34E-08,3.92E-08
AC005785.2,1.340311977,-1.725649631,NA,1.35E-08,3.95E-08
AL589182.2,2.671263689,-3.30249638,NA,1.36E-08,3.96E-08
AC004461.1,1.47625176,-3.163836371,NA,1.37E-08,3.99E-08
AL590762.4,3.019658386,-3.095280528,NA,1.37E-08,3.99E-08
AL442067.2,1.780964755,-2.750946647,NA,1.39E-08,4.04E-08
LCN15,3.739760695,5.942150022,NA,1.39E-08,4.07E-08
SLC22A20P,1.24980345,-0.155226386,NA,1.40E-08,4.08E-08
AL356274.2,3.367768823,-2.858800897,NA,1.40E-08,4.08E-08
RAD23BP1,1.476920664,-2.381606511,NA,1.41E-08,4.10E-08
RPL21P65,1.855053107,-2.855727452,NA,1.41E-08,4.12E-08
AC092681.2,1.984278128,-1.935832147,NA,1.42E-08,4.13E-08
RPSAP45,1.391282005,-2.049757396,NA,1.43E-08,4.16E-08
AL035416.1,2.042004826,-2.574645219,NA,1.43E-08,4.16E-08
C20orf85,3.449425221,-2.67532242,NA,1.43E-08,4.18E-08
AC009120.5,1.446829884,-2.790240402,NA,1.44E-08,4.19E-08
BANF1P4,2.546946834,-3.534942002,NA,1.44E-08,4.20E-08
ESRG,3.719105242,-2.866209926,NA,1.45E-08,4.21E-08
ABCF2P1,2.127147336,-3.070253735,NA,1.45E-08,4.23E-08
AC061992.1,1.093055764,-1.712568294,NA,1.45E-08,4.23E-08
AC004039.1,1.623576189,-2.715055525,NA,1.45E-08,4.23E-08
ITGAX,1.087114647,4.076494967,NA,1.46E-08,4.24E-08
FARSA-AS1,1.751838585,-3.375000388,NA,1.46E-08,4.24E-08
ATP5PBP7,2.876202796,-3.161577596,NA,1.46E-08,4.26E-08
HNRNPA1P67,1.28338536,-2.93860766,NA,1.47E-08,4.27E-08
AL109766.1,1.408141735,-2.62671499,NA,1.47E-08,4.28E-08
N4BP2L2-IT2,1.239819283,1.538479462,NA,1.50E-08,4.37E-08
AC103691.1,1.175305503,-0.603883638,NA,1.52E-08,4.41E-08
FLJ45513,1.040940063,-0.438658358,NA,1.52E-08,4.42E-08
SCARF2,1.123470221,3.394541203,NA,1.52E-08,4.42E-08
AC018809.1,1.157528755,-1.643154652,NA,1.52E-08,4.42E-08
AC106886.3,1.302053371,-2.664301676,NA,1.52E-08,4.43E-08
MINOS1P2,2.18138283,-2.251698043,NA,1.53E-08,4.44E-08
AC011389.2,3.440240059,-3.170270655,NA,1.54E-08,4.48E-08
SNORA47,2.701287103,-1.949067508,NA,1.54E-08,4.49E-08
AL109954.2,2.433070672,-3.416669274,NA,1.55E-08,4.51E-08
AC007728.3,1.701018495,-2.635058228,NA,1.56E-08,4.52E-08
TARDBPP2,1.980122253,-2.286836882,NA,1.56E-08,4.52E-08
AL034417.1,1.411236921,-3.132572495,NA,1.56E-08,4.52E-08
TRIM7,1.840610679,2.862900269,NA,1.56E-08,4.52E-08
AC104066.1,1.044490707,-1.746335045,NA,1.56E-08,4.53E-08
DWORF,4.402104316,-1.919684721,NA,1.57E-08,4.56E-08
AC024940.6,1.223796669,-2.190031822,NA,1.57E-08,4.57E-08
SELENOWP1,2.75638648,-2.806343351,NA,1.58E-08,4.58E-08
AC023512.1,2.03689357,-2.666064803,NA,1.58E-08,4.59E-08
AC034199.1,1.676880465,-2.450346016,NA,1.58E-08,4.59E-08
PRSS48,3.844067055,-1.2422094,NA,1.61E-08,4.65E-08
C6orf141,1.110963259,2.473247827,NA,1.61E-08,4.67E-08
GPRC6A,3.20127118,-1.956508001,NA,1.62E-08,4.70E-08
AC010343.1,1.436524686,2.849917423,NA,1.63E-08,4.72E-08
CATSPER1,1.199487358,-0.99723855,NA,1.64E-08,4.75E-08
CA6,3.533850897,-1.744724349,NA,1.65E-08,4.77E-08
ADAMTS20,4.189313633,-2.82712868,NA,1.69E-08,4.90E-08
AC015660.3,1.837481247,-2.914404958,NA,1.70E-08,4.91E-08
HDAC1P2,2.081713457,-2.687836214,NA,1.70E-08,4.91E-08
AC073651.1,4.195153093,-2.414675446,NA,1.70E-08,4.91E-08
RPS15P5,1.073297634,-1.711173122,NA,1.71E-08,4.93E-08
SMC1B,1.850664216,-0.985412427,NA,1.71E-08,4.94E-08
AC245884.1,1.905522804,-3.536926973,NA,1.71E-08,4.95E-08
SNORA38,4.30307653,-2.271465786,NA,1.72E-08,4.97E-08
AC108451.2,3.268737863,-3.411569201,NA,1.72E-08,4.98E-08
RNA5SP211,7.436157686,-0.86542342,NA,1.73E-08,5.00E-08
AC093663.2,2.104215714,-3.262757175,NA,1.76E-08,5.09E-08
AL031665.1,2.358986519,-2.752597546,NA,1.76E-08,5.09E-08
AC020978.9,1.052902102,0.425005478,NA,1.76E-08,5.10E-08
AC005920.3,1.242406434,-3.022959073,NA,1.77E-08,5.10E-08
C4BPB,1.23034684,3.223236944,NA,1.77E-08,5.12E-08
AL031281.1,3.125721601,-2.314100144,NA,1.78E-08,5.13E-08
AC016745.2,2.21039975,-3.488933031,NA,1.78E-08,5.14E-08
AC010533.1,2.445464188,-2.711080865,NA,1.79E-08,5.17E-08
AP003390.1,1.060340956,-0.45451884,NA,1.80E-08,5.20E-08
AC013457.1,3.414509283,-3.332558564,NA,1.83E-08,5.28E-08
AL359504.1,2.659210019,-3.178821672,NA,1.84E-08,5.31E-08
RNA5SP226,5.257347763,-2.751176893,NA,1.84E-08,5.32E-08
AC083806.2,2.0133358,-2.195180602,NA,1.84E-08,5.32E-08
HIST1H2BM,4.10964831,-0.788207638,NA,1.85E-08,5.33E-08
AC079354.3,1.621065992,-3.405332601,NA,1.85E-08,5.33E-08
CGB7,2.176199342,-3.196334489,NA,1.86E-08,5.36E-08
TCHH,2.012172583,-0.160276787,NA,1.86E-08,5.37E-08
AP001029.1,1.575182238,-3.183191074,NA,1.89E-08,5.44E-08
PHACTR2-AS1,3.510215988,-1.885156966,NA,1.89E-08,5.44E-08
AL356124.1,2.273181804,-2.671727798,NA,1.90E-08,5.47E-08
AC034105.3,3.766657057,-3.150784135,NA,1.94E-08,5.58E-08
RPS4XP14,1.268065679,-1.028903219,NA,1.94E-08,5.59E-08
AC006927.1,2.185946685,-3.117520319,NA,1.94E-08,5.59E-08
FP325330.3,3.542942752,-3.4319817,NA,1.95E-08,5.61E-08
CTLA4,1.070535366,1.134731172,NA,1.95E-08,5.61E-08
MPIG6B,1.143186227,-0.050755921,NA,1.96E-08,5.63E-08
STMN3,1.368504516,5.284708492,NA,1.96E-08,5.63E-08
RNU1-88P,6.356459255,-1.210197157,NA,1.96E-08,5.64E-08
ITGB1-DT,1.077476197,-1.831170195,NA,1.98E-08,5.69E-08
KRT18P18,1.424475507,-2.859366722,NA,1.99E-08,5.71E-08
AL138878.2,2.275327162,-2.726699556,NA,1.99E-08,5.73E-08
AC064836.2,1.731204522,-3.380823752,NA,2.00E-08,5.75E-08
NPM1P37,1.316132002,-2.342070966,NA,2.00E-08,5.76E-08
RNA5-8SP2,5.23110868,-2.456125981,NA,2.01E-08,5.76E-08
AC034213.1,2.094632528,-3.120040782,NA,2.03E-08,5.81E-08
MIR181A1HG,3.548886212,-2.369103224,NA,2.03E-08,5.82E-08
ST7-AS2,4.25710318,-2.021771276,NA,2.03E-08,5.82E-08
AC011933.2,3.836243177,-1.629240007,NA,2.04E-08,5.87E-08
IL17F,2.284359363,-2.437250359,NA,2.06E-08,5.90E-08
ITIH1,4.807710797,1.497608664,NA,2.06E-08,5.90E-08
HNRNPABP1,1.633972931,-2.42553343,NA,2.06E-08,5.91E-08
ANKRD10-IT1,1.078652721,2.809728155,NA,2.06E-08,5.91E-08
HNRNPA3P9,1.587172353,-1.640942854,NA,2.06E-08,5.92E-08
AC005532.2,1.987074952,-3.107506908,NA,2.07E-08,5.92E-08
ARMC10P1,1.138621812,-2.668758682,NA,2.07E-08,5.92E-08
AC099654.2,1.913834718,-3.312312442,NA,2.07E-08,5.93E-08
AC114488.2,1.281885677,-1.05674259,NA,2.08E-08,5.96E-08
NDUFA9P1,1.709958565,-2.413698322,NA,2.08E-08,5.97E-08
SLC22A7,4.470163447,-1.021717036,NA,2.08E-08,5.98E-08
LHX1-DT,3.356508875,-3.575172581,NA,2.09E-08,5.98E-08
AC020763.1,1.777632817,-3.359882124,NA,2.09E-08,5.99E-08
RNA5SP215,6.241594415,-1.958054028,NA,2.10E-08,6.02E-08
NPM1P29,2.458633172,-2.77763867,NA,2.11E-08,6.05E-08
VDAC1P1,1.009154396,-0.865163258,NA,2.11E-08,6.05E-08
RN7SKP97,1.586880482,-2.666165632,NA,2.12E-08,6.07E-08
RPL24P2,1.054816121,0.969967088,NA,2.12E-08,6.07E-08
AC126696.3,1.550023547,-2.798665341,NA,2.15E-08,6.16E-08
GCSHP5,1.162360824,-2.430293768,NA,2.15E-08,6.16E-08
MED4-AS1,1.124866223,-2.303266379,NA,2.16E-08,6.18E-08
ARPC3P2,1.620489953,-2.851948676,NA,2.17E-08,6.20E-08
SPP2,5.865732337,-1.848062483,NA,2.17E-08,6.22E-08
SLC16A8,1.233676402,-0.881250699,NA,2.18E-08,6.24E-08
AC092718.6,2.265743268,-3.102886301,NA,2.19E-08,6.26E-08
UGT1A12P,2.697337251,-3.515756114,NA,2.23E-08,6.37E-08
LINC01840,2.05577474,-2.118171235,NA,2.23E-08,6.38E-08
PHACTR3,1.665233937,1.614017935,NA,2.25E-08,6.41E-08
AL138963.1,2.282463111,-2.300029325,NA,2.25E-08,6.42E-08
RLN2,1.381413527,-0.795006425,NA,2.25E-08,6.42E-08
VDAC1P6,1.602263089,-2.437454204,NA,2.26E-08,6.44E-08
AL162578.1,3.174283928,-2.458486947,NA,2.27E-08,6.47E-08
LRRC34,1.035616415,0.918869818,NA,2.27E-08,6.47E-08
AL358115.1,1.116827911,-0.82271985,NA,2.30E-08,6.56E-08
PLA2G2F,2.735361751,0.542146197,NA,2.30E-08,6.57E-08
AL513175.1,1.245877865,-2.776782026,NA,2.31E-08,6.58E-08
RNA5SP242,6.06985685,-1.836358164,NA,2.33E-08,6.63E-08
HIST1H3D,1.889529075,0.836039375,NA,2.33E-08,6.64E-08
WT1-AS,2.997512663,-2.193621695,NA,2.34E-08,6.68E-08
